location,size,total_sqft,bath,price,bhk,Price_Per_sqft
Neeladri Nagar,3 BHK,1167.0,2.0,38.0,3,3256.212510711225
Kogilu,3 BHK,2350.0,5.0,327.0,3,13914.893617021276
Cleveland Town,3 BHK,1991.0,3.0,160.0,3,8036.162732295329
Rachenahalli,3 BHK,2721.0,3.0,113.0,3,4152.884968761485
Thanisandra,3 BHK,2000.0,3.0,99.0,3,4950.0
Whitefield,4 BHK,2500.0,4.0,155.0,4,6200.0
Mallasandra,2 BHK,1325.0,2.0,70.0,2,5283.018867924528
Kadugodi,2 BHK,1314.0,2.0,68.2,2,5190.258751902587
Kada Agrahara,3 BHK,2220.0,4.0,65.0,3,2927.927927927928
KR Puram,2 BHK,1192.5,2.0,51.22,2,4295.17819706499
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Sarjapur  Road,3 BHK,1888.0,4.0,95.0,3,5031.779661016949
JP Nagar,2 BHK,1300.0,2.0,90.87,2,6990.0
Rajaji Nagar,2 BHK,1216.0,2.0,97.16,2,7990.131578947368
Harlur,2 BHK,1290.0,2.0,87.0,2,6744.186046511628
Koramangala,2 BHK,1900.0,2.0,200.0,2,10526.315789473685
Sarjapur  Road,3 BHK,1300.0,3.0,60.0,3,4615.384615384615
Channasandra,2 BHK,1115.0,2.0,33.45,2,3000.0000000000005
Rajaji Nagar,3 BHK,2409.0,3.0,360.0,3,14943.960149439601
Ambedkar Nagar,3 BHK,2150.0,4.0,125.0,3,5813.953488372093
Marathahalli,3 BHK,1305.0,2.0,69.0,3,5287.35632183908
Kanakpura Road,2 BHK,1252.0,2.0,56.32,2,4498.402555910543
Electronic City Phase II,2 BHK,545.0,1.0,35.0,2,6422.018348623853
Subramanyapura,2 BHK,1313.0,2.0,66.5,2,5064.737242955065
JCR Layout,2 BHK,1160.0,2.0,41.75,2,3599.137931034483
Subramanyapura,3 BHK,1255.0,2.0,79.0,3,6294.820717131474
Bellari Road,2 BHK,900.0,2.0,45.0,2,5000.0
Yelahanka New Town,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
Indira Nagar,3 BHK,1875.0,3.0,180.0,3,9600.0
Uttarahalli,3 BHK,1700.0,3.0,88.0,3,5176.470588235294
Harlur,3 BHK,1749.0,3.0,115.0,3,6575.18582046884
Abbaiah Reddy Layout,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3,7142.857142857143
Electronic City,2 BHK,1070.0,2.0,46.0,2,4299.065420560748
Indira Nagar,2 BHK,1210.0,2.0,102.0,2,8429.752066115703
Thigalarapalya,4 BHK,4190.0,4.0,380.0,4,9069.212410501194
Tata Nagar,2 BHK,1364.0,2.0,70.0,2,5131.964809384164
Whitefield,4 BHK,2268.0,3.0,146.0,4,6437.389770723104
Magadi Road,2 BHK,1345.0,2.0,55.0,2,4089.2193308550186
Mylasandra,2 BHK,1110.0,2.0,41.0,2,3693.6936936936936
Kengeri,2 BHK,750.0,2.0,36.0,2,4800.0
Motappa Layout,2 BHK,1156.0,2.0,49.5,2,4282.006920415225
Pattandur Agrahara,2 BHK,1247.0,2.0,59.8,2,4795.50922213312
Kaggalipura,2 BHK,950.0,2.0,48.0,2,5052.631578947368
Vijayanagar,3 BHK,1520.0,2.0,103.0,3,6776.315789473684
Hennur Road,3 BHK,2350.0,3.0,174.0,3,7404.255319148936
 Devarabeesana Halli,3 BHK,1672.0,3.0,150.0,3,8971.291866028709
Bommasandra,2 BHK,920.0,2.0,37.46,2,4071.7391304347825
Sarjapur  Road,3 Bedroom,1200.0,3.0,70.0,3,5833.333333333333
Brindavan Nagar,3 BHK,1250.0,3.0,139.0,3,11120.0
Haralur Road,2 BHK,1464.0,2.0,56.0,2,3825.136612021858
Ambedkar Colony,2 BHK,1468.0,3.0,130.0,2,8855.58583106267
Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273.311897106109
Whitefield,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
Seetharampalya,2 BHK,1166.0,2.0,53.0,2,4545.454545454545
Konanakunte,3 Bedroom,2779.0,3.0,317.0,3,11406.980928391507
Electronic City,3 BHK,1350.0,3.0,58.0,3,4296.2962962962965
Kanaka Nagar,3 BHK,1190.0,3.0,55.0,3,4621.848739495798
Kodichikkanahalli,3 BHK,1495.0,2.0,75.0,3,5016.722408026756
Indira Nagar,2 BHK,1224.0,2.0,105.0,2,8578.43137254902
Banashankari Stage III,3 BHK,1350.0,2.0,68.0,3,5037.037037037037
Green Glen Layout,2 BHK,940.0,2.0,56.8,2,6042.553191489362
Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,55.0,2,5000.0
Kaikondrahalli,2 BHK,1300.0,2.0,61.0,2,4692.307692307692
Sarjapur  Road,3 Bedroom,2600.0,3.0,200.0,3,7692.307692307692
Yelahanka,3 BHK,1517.0,3.0,76.3,3,5029.663810151615
Marathahalli,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
Electronic City,2 BHK,1000.0,2.0,25.0,2,2500.0
CV Raman Nagar,2 BHK,1392.0,2.0,98.0,2,7040.229885057472
Hennur Road,3 BHK,1586.0,3.0,93.94,3,5923.076923076923
Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
7th Phase JP Nagar,3 BHK,1575.0,2.0,120.0,3,7619.047619047619
Gubbalala,3 BHK,1745.0,3.0,110.0,3,6303.7249283667625
Nagarbhavi,2 BHK,1223.0,2.0,60.0,2,4905.968928863451
Basaveshwara Nagar,2 BHK,1200.0,2.0,90.0,2,7500.0
Binny Pete,1 BHK,665.0,1.0,46.08,1,6929.3233082706765
Bharathi Nagar,2 BHK,1351.0,2.0,70.0,2,5181.347150259067
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Panathur,3 BHK,1370.0,2.0,75.0,3,5474.4525547445255
Hoodi,2 BHK,1247.0,2.0,53.0,2,4250.200481154771
Balagere,2 BHK,1020.07,2.0,68.38,2,6703.461527150097
B Narayanapura,3 BHK,1460.0,2.0,73.0,3,5000.0
Yelahanka,4 BHK,2912.5,6.0,125.5,4,4309.01287553648
Hosa Road,3 BHK,1665.0,2.0,125.0,3,7507.507507507507
Kanakapura,2 BHK,1295.0,2.0,64.0,2,4942.084942084942
Haralur Road,2 BHK,1230.0,2.0,78.0,2,6341.463414634146
Kaggalipura,2 BHK,1000.0,2.0,60.0,2,6000.0
Whitefield,1 BHK,630.5,1.0,32.79,1,5200.634417129262
Thanisandra,3 BHK,1697.0,3.0,115.0,3,6776.664702416028
Whitefield,4 BHK,3537.0,5.0,210.0,4,5937.234944868533
Hosa Road,1 BHK,615.0,1.0,28.29,1,4600.0
Banashankari,3 BHK,1350.0,2.0,83.0,3,6148.148148148148
Jalahalli,2 BHK,1083.0,2.0,32.49,2,3000.0
Gottigere,3 BHK,1460.0,2.0,65.0,3,4452.054794520548
Bommasandra,2 BHK,1035.0,2.0,41.43,2,4002.8985507246375
Hosur Road,1 BHK,460.0,1.0,21.0,1,4565.217391304348
Whitefield,2 BHK,1285.0,2.0,55.9,2,4350.194552529183
Sarjapur,3 Bedroom,1200.0,3.0,78.0,3,6500.0
Raghuvanahalli,2 BHK,1070.0,2.0,35.0,2,3271.0280373831774
Hegde Nagar,3 BHK,1801.0,3.0,140.0,3,7773.459189339256
Whitefield,3 BHK,1697.0,3.0,115.0,3,6776.664702416028
AECS Layout,2 BHK,1199.0,2.0,65.0,2,5421.184320266889
Iblur Village,3 BHK,2300.0,3.0,220.0,3,9565.217391304348
Marathahalli,4 BHK,3800.0,4.0,205.0,4,5394.736842105263
Wilson Garden,2 BHK,1125.0,2.0,75.0,2,6666.666666666667
Subramanyapura,2 BHK,1050.0,2.0,41.0,2,3904.7619047619046
Nagarbhavi,2 BHK,956.0,2.0,49.0,2,5125.523012552301
Sarjapur,2 BHK,1000.0,2.0,30.0,2,3000.0
Dooravani Nagar,3 BHK,1596.0,3.0,95.0,3,5952.380952380952
Kanakpura Road,2 BHK,1296.0,2.0,89.06,2,6871.913580246914
Challaghatta,3 BHK,1639.0,3.0,123.0,3,7504.5759609518
Electronic City Phase II,2 BHK,1219.0,2.0,61.25,2,5024.610336341263
Yeshwanthpur,3 BHK,2559.0,3.0,141.0,3,5509.964830011723
Bannerghatta Road,3 BHK,1427.0,2.0,48.51,3,3399.4393833216536
Ramagondanahalli,2 BHK,920.0,2.0,65.0,2,7065.217391304348
Lingadheeranahalli,3 BHK,1530.0,2.0,90.0,3,5882.35294117647
Nehru Nagar,4 BHK,2363.0,5.0,120.0,4,5078.290308929327
Marathahalli,4 BHK,3895.0,4.0,220.0,4,5648.267008985879
Jakkur,3 BHK,1950.0,3.0,131.0,3,6717.948717948718
Hoysalanagar,2 BHK,885.0,2.0,40.0,2,4519.774011299435
Kanakpura Road,2 BHK,1339.0,2.0,62.0,2,4630.321135175504
Whitefield,2 BHK,1130.0,2.0,36.0,2,3185.8407079646017
Yeshwanthpur,3 BHK,1430.0,3.0,72.0,3,5034.965034965035
Bhoganhalli,4 BHK,1451.5,4.0,121.0,4,8336.203926972097
KR Garden,2 BHK,925.0,2.0,63.0,2,6810.810810810811
Bellandur,4 BHK,3016.0,4.0,230.0,4,7625.994694960213
Whitefield,2 BHK,1215.0,2.0,39.0,2,3209.8765432098767
Lakshminarayana Pura,2 BHK,1336.0,2.0,100.0,2,7485.029940119761
Yeshwanthpur,1 BHK,673.0,1.0,36.85,1,5475.482912332838
Kanakpura Road,2 BHK,1470.0,2.0,61.74,2,4200.0
Marathahalli,3 BHK,1785.0,3.0,94.0,3,5266.106442577031
Yelahanka New Town,1 BHK,650.0,1.0,20.0,1,3076.923076923077
Thanisandra,2 BHK,1220.0,2.0,43.92,2,3600.0
Dooravani Nagar,3 BHK,1570.0,3.0,115.0,3,7324.84076433121
Mallasandra,3 BHK,1665.0,3.0,86.91,3,5219.81981981982
Sarjapur  Road,4 Bedroom,4000.0,5.0,600.0,4,15000.0
Kathriguppe,3 BHK,1350.0,2.0,87.01,3,6445.185185185185
Kasavanhalli,3 BHK,1719.0,3.0,116.0,3,6748.109365910413
Budigere,1 BHK,664.0,1.0,35.0,1,5271.084337349397
Sonnenahalli,2 BHK,1011.0,2.0,50.53,2,4998.021760633037
Yeshwanthpur,2 BHK,717.0,2.0,49.475,2,6900.278940027894
Whitefield,3 BHK,1520.0,2.0,150.0,3,9868.421052631578
Uttarahalli,3 BHK,1350.0,2.0,53.0,3,3925.925925925926
Pattandur Agrahara,2 BHK,875.0,2.0,33.0,2,3771.4285714285716
Hennur,2 BHK,1231.0,2.0,48.0,2,3899.268887083672
Somasundara Palya,2 BHK,1174.0,2.0,74.0,2,6303.236797274276
Munnekollal,3 BHK,1560.0,3.0,75.0,3,4807.692307692308
Sahyadri Layout,3 BHK,1750.0,3.0,180.0,3,10285.714285714286
Kodihalli,3 BHK,2408.0,4.0,260.0,3,10797.34219269103
Devanahalli,2 BHK,1080.0,2.0,44.0,2,4074.074074074074
Begur Road,3 BHK,1500.0,2.0,55.0,3,3666.6666666666665
Channasandra,2 BHK,1030.0,2.0,34.5,2,3349.5145631067962
Hebbal,2 BHK,1440.0,2.0,115.0,2,7986.111111111111
Hoodi,2 BHK,1500.0,2.0,84.0,2,5600.0
Bagalur,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Harlur,3 BHK,2240.0,5.0,155.0,3,6919.642857142857
Hegde Nagar,3 BHK,1584.01,3.0,103.0,3,6502.484201488627
P Krishnappa Layout,3 BHK,1340.0,3.0,77.0,3,5746.268656716418
Green Garden Layout,3 BHK,1800.0,3.0,70.0,3,3888.8888888888887
Sarjapur  Road,1 BHK,685.0,1.0,40.0,1,5839.41605839416
Kalkere,2 BHK,925.0,2.0,42.0,2,4540.540540540541
Crimson Layout,2 BHK,1230.0,2.0,57.0,2,4634.1463414634145
Kodichikkanahalli,2 BHK,1125.0,2.0,52.0,2,4622.222222222223
Jigani,3 Bedroom,2400.0,3.0,149.0,3,6208.333333333333
Electronic City Phase II,3 BHK,1400.0,2.0,41.58,3,2970.0
Jakkur,3 BHK,1858.0,3.0,98.3,3,5290.635091496232
Ambedkar Nagar,4 BHK,3530.0,4.0,290.0,4,8215.297450424929
Kudlu Gate,3 BHK,1335.0,3.0,89.0,3,6666.666666666667
Kundalahalli,3 BHK,1397.0,3.0,110.0,3,7874.0157480314965
Yelahanka New Town,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,2,3381.578947368421
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714.285714285715
Balagere,2 BHK,1205.47,2.0,81.0,2,6719.370867794304
Electronic City,3 BHK,1700.0,3.0,75.0,3,4411.764705882353
Kanakpura Road,2 BHK,1090.0,2.0,54.54,2,5003.6697247706425
Thanisandra,1 BHK,923.0,1.0,60.84,1,6591.549295774648
Muthurayya Swamy Layout,4 BHK,3595.0,6.0,360.0,4,10013.908205841446
Green Glen Layout,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317.725752508361
Electronic City,3 BHK,1400.0,2.0,48.0,3,3428.5714285714284
Sarjapur  Road,2 BHK,944.0,2.0,35.0,2,3707.6271186440677
Whitefield,2 BHK,1216.0,2.0,66.48,2,5467.105263157895
Thanisandra,3 BHK,1743.0,3.0,93.25,3,5349.971313826735
Yelahanka,2 BHK,1274.0,2.0,48.42,2,3800.6279434850862
Mysore Road,3 BHK,1512.0,2.0,110.0,3,7275.132275132275
Doddathoguru,3 BHK,1875.0,3.0,55.0,3,2933.3333333333335
Anandapura,2 BHK,1151.0,2.0,43.1,2,3744.5699391833186
Bommenahalli,3 Bedroom,832.0,3.0,77.0,3,9254.807692307691
Sarjapur  Road,2 BHK,915.0,2.0,38.0,2,4153.005464480874
Bannerghatta Road,2 BHK,1115.0,2.0,65.12,2,5840.358744394619
Thigalarapalya,3 BHK,2072.0,4.0,139.0,3,6708.494208494209
Kaggadasapura,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
Singasandra,2 BHK,1300.0,2.0,65.0,2,5000.0
Bellandur,2 BHK,1457.0,2.0,85.0,2,5833.905284831846
Kannamangala,2 BHK,1262.0,2.0,55.0,2,4358.161648177496
Attibele,1 BHK,420.0,1.0,17.0,1,4047.6190476190477
HSR Layout,2 BHK,1127.0,2.0,68.0,2,6033.717834960071
Kundalahalli,3 BHK,1397.0,3.0,104.0,3,7444.523979957051
Jakkur,2 BHK,1230.0,2.0,76.0,2,6178.861788617886
Sarjapur  Road,2 BHK,858.0,2.0,31.57,2,3679.4871794871797
Talaghattapura,3 BHK,1868.0,3.0,121.0,3,6477.516059957174
Uttarahalli,3 BHK,1689.28,3.0,91.2,3,5398.74976321273
Uttarahalli,3 BHK,1310.0,2.0,85.0,3,6488.5496183206105
Kundalahalli,3 BHK,1397.0,3.0,108.0,3,7730.851825340014
Sarjapur,2 BHK,1157.0,2.0,40.0,2,3457.216940363008
Sonnenahalli,2 BHK,1157.0,2.0,42.0,2,3630.077787381158
Sarjapur  Road,2 BHK,1241.0,2.0,82.0,2,6607.57453666398
Binny Pete,1 BHK,660.0,1.0,62.0,1,9393.939393939394
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500.0
Rajiv Nagar,4 BHK,2340.0,4.0,148.0,4,6324.786324786325
Venkatadri Layout,1 BHK,596.0,1.0,42.0,1,7046.979865771812
Kyalasanahalli,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
Ambedkar Colony,3 BHK,1910.0,3.0,190.0,3,9947.643979057591
Brookefield,2 BHK,1139.0,2.0,80.0,2,7023.705004389815
Thigalarapalya,4 BHK,3122.0,5.0,225.0,4,7206.91864189622
Yeshwanthpur,2 BHK,1168.0,2.0,64.08,2,5486.301369863014
Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597.014925373134
B Narayanapura,3 BHK,1405.0,2.0,70.0,3,4982.20640569395
 Devarabeesana Halli,3 BHK,1750.0,3.0,149.0,3,8514.285714285714
Motappa Layout,3 BHK,1360.0,2.0,65.0,3,4779.411764705882
Byrasandra,2 BHK,985.0,2.0,63.0,2,6395.9390862944165
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
Rustam Bagh Layout,3 BHK,1490.0,2.0,88.0,3,5906.040268456376
Byagadadhenahalli,2 BHK,620.0,1.0,25.0,2,4032.2580645161293
Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
Begur Road,3 BHK,1410.0,2.0,52.17,3,3700.0
Hennur Road,3 BHK,1290.0,2.0,94.5,3,7325.581395348837
Hosa Road,3 BHK,1318.0,2.0,85.28,3,6470.40971168437
Electronic City,2 BHK,1128.0,2.0,68.0,2,6028.368794326241
Meenakunte,4 Bedroom,4428.0,4.0,255.0,4,5758.807588075881
Kanakpura Road,2 BHK,1051.0,2.0,56.74,2,5398.667935299714
Kannamangala,4 Bedroom,2400.0,4.0,130.0,4,5416.666666666667
Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405.42577241899
Thigalarapalya,4 BHK,2912.0,6.0,210.0,4,7211.538461538462
Basapura,2 BHK,1301.0,2.0,55.0,2,4227.517294388932
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,4665.650406504065
Jakkur,3 BHK,1819.18,3.0,160.0,3,8795.17145087347
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Sarakki Nagar,3 BHK,2145.0,4.0,270.0,3,12587.412587412588
Malleshwaram,3 BHK,2475.0,4.0,300.0,3,12121.212121212122
Hosakerehalli,2 BHK,1304.0,2.0,100.0,2,7668.711656441717
Begur Road,3 BHK,1615.0,3.0,58.0,3,3591.331269349845
Sarjapur  Road,2 BHK,1400.0,2.0,68.0,2,4857.142857142857
CV Raman Nagar,2 BHK,1070.0,2.0,47.5,2,4439.252336448598
Hebbal,3 BHK,3500.0,3.0,395.0,3,11285.714285714286
Hoodi,2 BHK,1132.0,2.0,89.37,2,7894.876325088339
Sector 2 HSR Layout,1 BHK,794.0,1.0,65.0,1,8186.39798488665
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,43.59,2,3999.0825688073396
Gottigere,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
1st Phase JP Nagar,3 BHK,2059.0,3.0,225.0,3,10927.634774162214
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
Whitefield,2 BHK,1269.0,2.0,75.0,2,5910.16548463357
Kanakpura Road,2 BHK,1070.0,2.0,37.45,2,3500.0000000000005
Ramamurthy Nagar,2 BHK,1185.0,2.0,45.5,2,3839.662447257384
Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
Ckikkakammana Halli,2 BHK,902.0,2.0,42.0,2,4656.319290465632
Binny Pete,2 BHK,1365.0,2.0,122.0,2,8937.728937728938
Doddathoguru,2 BHK,984.0,2.0,51.0,2,5182.926829268293
Haralur Road,2 BHK,1300.0,2.0,79.0,2,6076.923076923077
Munivenkatppa Layout,2 BHK,1550.0,2.0,160.0,2,10322.58064516129
Yelahanka,4 Bedroom,4025.0,5.0,800.0,4,19875.77639751553
Murugeshpalya,3 BHK,1845.0,3.0,91.0,3,4932.249322493225
Sarjapura - Attibele Road,3 BHK,1676.0,3.0,52.0,3,3102.6252983293557
Uttarahalli,2 BHK,1137.0,2.0,63.0,2,5540.8970976253295
Electronic City,3 BHK,1360.0,2.0,70.5,3,5183.823529411765
Vijaya Bank Layout,3 BHK,1374.0,2.0,70.0,3,5094.614264919942
Electronic City Phase II,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
Somasundara Palya,2 BHK,1033.0,2.0,48.0,2,4646.660212971927
Binny Pete,4 BHK,2940.0,6.0,280.0,4,9523.809523809523
Kumarapalli,2 BHK,1240.0,2.0,52.6,2,4241.935483870968
Outer Ring Road East,3 BHK,1500.0,2.0,97.0,3,6466.666666666667
Marathahalli,3 BHK,1730.0,3.0,139.0,3,8034.682080924856
Whitefield,3 BHK,1545.0,3.0,79.0,3,5113.26860841424
Marsur,3 Bedroom,1200.0,3.0,120.0,3,10000.0
Lingadheeranahalli,3 BHK,1682.0,3.0,120.0,3,7134.36385255648
Yelahanka,3 BHK,1371.0,2.0,65.0,3,4741.064916119621
Ambalipura,3 BHK,1730.0,3.0,120.0,3,6936.416184971098
EPIP Zone,3 BHK,1500.0,3.0,102.0,3,6800.0
Lingarajapuram,2 BHK,1203.0,2.0,59.86,2,4975.893599334996
Vasantha Vallabha Nagar,3 BHK,1600.0,3.0,76.0,3,4750.0
Yelahanka New Town,1 BHK,350.0,1.0,13.5,1,3857.1428571428573
Varthur,3 BHK,1665.0,3.0,53.0,3,3183.1831831831832
Haralur Road,3 BHK,1444.0,2.0,80.0,3,5540.16620498615
Lingadheeranahalli,3 BHK,1521.0,3.0,94.71,3,6226.824457593689
Old Madras Road,3 BHK,2760.0,5.0,157.0,3,5688.405797101449
Marathahalli,2 BHK,1325.0,1.0,92.0,2,6943.396226415094
Electronics City Phase 1,1 BHK,650.0,1.0,23.0,1,3538.4615384615386
Electronic City Phase II,2 BHK,769.0,2.0,40.0,2,5201.560468140442
Electronic City,3 BHK,1571.0,3.0,105.0,3,6683.64099299809
Hennur Road,3 BHK,1445.0,3.0,86.56,3,5990.311418685121
Hosur Road,3 BHK,1590.0,2.0,135.0,3,8490.566037735849
Bommasandra,2 BHK,902.0,2.0,49.0,2,5432.372505543237
Yelahanka,3 BHK,1712.0,3.0,82.0,3,4789.719626168225
Kundalahalli,3 BHK,1920.0,3.0,150.0,3,7812.5
Electronic City,2 BHK,1089.0,2.0,45.0,2,4132.231404958678
Horamavu Agara,2 BHK,1106.0,2.0,43.09,2,3896.021699819168
Kanakpura Road,2 BHK,1339.0,2.0,58.0,2,4331.59073935773
Thanisandra,1 BHK,923.0,1.0,45.69,1,4950.162513542795
Lakshminarayana Pura,2 BHK,1175.0,2.0,75.0,2,6382.978723404255
Thubarahalli,2 BHK,975.0,2.0,55.0,2,5641.025641025641
Hebbal,3 BHK,2400.0,4.0,180.0,3,7500.0
Subramanyapura,3 BHK,1330.0,3.0,72.0,3,5413.533834586467
Thanisandra,2 BHK,1183.0,2.0,59.74,2,5049.873203719358
Pai Layout,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Ramamurthy Nagar,2 BHK,1170.0,2.0,46.8,2,4000.0
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,51.77,3,3383.6601307189544
Hebbal,2 BHK,1420.0,2.0,107.0,2,7535.211267605634
Kanakpura Road,3 BHK,1591.0,3.0,115.0,3,7228.158390949088
Hoodi,2 BHK,1055.0,2.0,57.63,2,5462.559241706161
Iblur Village,3 BHK,1918.0,3.0,129.0,3,6725.7559958289885
Sarjapur  Road,2 BHK,1280.0,2.0,76.0,2,5937.5
Nagarbhavi,3 BHK,1560.0,3.0,66.0,3,4230.7692307692305
Sarjapur  Road,2 BHK,1145.0,2.0,49.5,2,4323.144104803493
Rajaji Nagar,2 BHK,1718.0,3.0,288.0,2,16763.678696158324
Whitefield,3 BHK,1306.0,3.0,54.65,3,4184.532924961715
Hebbal,2 BHK,1320.0,2.0,92.0,2,6969.69696969697
Kalyan nagar,4 BHK,3800.0,5.0,300.0,4,7894.736842105263
Bannerghatta Road,3 BHK,1344.0,2.0,42.0,3,3125.0
Lakshminarayana Pura,2 BHK,1190.0,2.0,75.0,2,6302.5210084033615
Whitefield,2 BHK,1000.0,2.0,35.0,2,3500.0
Kalhalli,2 Bedroom,2400.0,2.0,160.0,2,6666.666666666667
Kumaraswami Layout,2 BHK,1000.0,2.0,48.5,2,4850.0
Jalahalli,3 BHK,2113.0,3.0,155.0,3,7335.541883577851
Harlur,4 BHK,1884.0,4.0,120.0,4,6369.426751592357
Electronic City,2 BHK,1110.0,2.0,40.0,2,3603.6036036036035
Kudlu,2 BHK,1027.0,2.0,43.0,2,4186.952288218111
Hadosiddapura,3 Bedroom,1200.0,3.0,165.0,3,13750.0
Kudlu Gate,1 BHK,703.0,1.0,52.0,1,7396.870554765292
Bellandur,2 BHK,1195.0,2.0,51.0,2,4267.782426778243
Narayanapura,2 BHK,1302.0,2.0,69.1,2,5307.219662058371
Begur Road,3 BHK,1583.0,3.0,74.4,3,4699.936828806065
Kumarapalli,3 BHK,1488.0,2.0,60.0,3,4032.2580645161293
Kammasandra,3 BHK,1385.0,2.0,34.63,3,2500.361010830325
Electronic City,3 BHK,1600.0,3.0,104.0,3,6500.0
Old Airport Road,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Kanakpura Road,2 BHK,1299.0,2.0,85.0,2,6543.4949961508855
Devanahalli,3 BHK,1282.0,2.0,52.43,3,4089.703588143526
Kachanayakanahalli,2 BHK,861.0,2.0,35.0,2,4065.040650406504
Bannerghatta Road,3 BHK,1600.0,3.0,95.0,3,5937.5
Tejaswini Nagar,3 BHK,1390.0,2.0,80.0,3,5755.395683453237
Gunjur,2 BHK,1195.0,2.0,44.0,2,3682.0083682008367
Yelenahalli,2 BHK,1159.0,2.0,60.0,2,5176.8766177739435
Whitefield,3 BHK,1386.0,3.0,57.46,3,4145.743145743146
Harlur,2 BHK,1197.0,2.0,79.0,2,6599.832915622389
Bommasandra,3 BHK,1295.0,2.0,50.28,3,3882.6254826254826
Whitefield,2 BHK,1132.0,2.0,79.28,2,7003.533568904593
6th block Koramangala,3 BHK,2350.0,3.0,400.0,3,17021.27659574468
Hebbal,3 BHK,1645.0,3.0,135.0,3,8206.686930091186
Marathahalli,3 BHK,1937.0,3.0,140.0,3,7227.671657201859
Doddathoguru,2 BHK,1015.0,2.0,33.5,2,3300.4926108374384
Kathriguppe,3 BHK,1350.0,2.0,80.99,3,5999.259259259258
Kengeri Satellite Town,3 BHK,1149.0,2.0,29.0,3,2523.933855526545
Tindlu,3 Bedroom,1500.0,3.0,87.0,3,5800.0
Yelahanka,3 BHK,1566.0,3.0,97.0,3,6194.125159642401
KR Puram,2 BHK,1290.0,2.0,49.02,2,3800.0
Keshava Nagar,3 BHK,1839.0,3.0,165.0,3,8972.26753670473
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Whitefield,2 BHK,1140.0,2.0,39.0,2,3421.0526315789475
Tumkur Road,3 BHK,1343.5,3.0,57.76,3,4299.218459248233
Kaval Byrasandra,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
Vignana Nagar,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Whitefield,4 BHK,2830.0,5.0,160.0,4,5653.7102473498235
Uttarahalli,3 BHK,1315.0,2.0,74.0,3,5627.376425855513
Anandapura,2 BHK,1141.0,2.0,42.75,2,3746.7134092900965
AECS Layout,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
HBR Layout,2 BHK,1200.0,2.0,60.0,2,5000.0
Varthur,2 BHK,1111.0,2.0,41.88,2,3769.57695769577
Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2,5098.0392156862745
Battarahalli,2 BHK,1135.0,2.0,43.0,2,3788.546255506608
Nagavarapalya,2 BHK,1392.0,2.0,130.0,2,9339.080459770115
Bellandur,2 BHK,1050.0,2.0,72.0,2,6857.142857142857
Hosa Road,3 BHK,1513.0,3.0,103.0,3,6807.666886979511
Gottigere,3 BHK,1621.0,3.0,72.0,3,4441.702652683529
Bannerghatta Road,2 BHK,892.0,2.0,39.0,2,4372.197309417041
Whitefield,2 BHK,1205.0,2.0,40.0,2,3319.5020746887967
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Indira Nagar,2 BHK,1400.0,2.0,168.0,2,12000.0
